name,provincia,alt,desnivel,dist,pendiente,coef,la_ini,lo_ini,la_fin,lo_fin
 Apeadero de Zegama por Zegama,Gipuzkoa,534 m ,234 m ,"3,87 Km ","6,05 % ",41  , 42.975288 , -2.291041 , 42.975728 , -2.3134 
 Aracena por por El Castañuelo,Huelva,729 m ,298 m ,"7,7 Km ","3,9 % ",55  , 37.937467 , -6.58066 , 37.896744 , -6.576133 
 Aracena por por Fuente del Rey,Huelva,697 m ,358 m ,"9,9 Km ","3,6 % ",63  , 37.943561 , -6.500988 , 37.896423 , -6.558548 
 Araia por L'Alcora,Castellón,361 m ,91 m ,"5,7 Km ","1,6 % ",18  , 40.068121 , -0.221829 , 40.065001 , -0.267878 
 Araia por Ribesalbes,Castellón,361 m ,171 m ,"7,3 Km ","2,34 % ",33  , 40.036125 , -0.255046 , 40.065001 , -0.267878 
" Aralla, Collado de por Geras",León,1546 m ,398 m ,"6,2 Km ","6,42 % ",97  , 42.894099 , -5.767372 , 42.904073 , -5.805265 
" Aralla, Collado de por Rodiezmo",León,1524 m ,393 m ,"21,49 Km ","1,83 % ",93  , 42.940577 , -5.661349 , 42.904073 , -5.805265 
" Aralla, Collado de por Aralla",León,1546 m ,422 m ,"7,4 Km ","5,7 % ",72  , 42.898792 , -5.871720 , 42.904073 , -5.805265 
 Arangoiti por Bigüezal,Navarra,1356 m ,845 m ,"14,2 Km ","5,9 % ",167  , 42.696806 , -1.172481 , 42.645786 , -1.191484 
 Arano por Hernani,Navarra,486 m ,370 m ,"5,4 Km ","6,8 % ",75  , 43.212911 , -1.904633 , 43.19969 , -1.895124 
 Arano (Cruce) por Goizueta-Benta Aranbide,Navarra,247 m ,106 m ,"1,8 Km ",6 % ,17  , 43.211559 , -1.881604 , 43.207593 , -1.885556 
 Arantzazu por Oñati,Gipuzkoa,718 m ,464 m ,"7,8 Km ","5,95 % ",96  , 43.028945 , -2.412663 , 42.979146 , -2.399915 
" Araña, Puerto de la por Río Guadalporcún",Sevilla,472 m ,236 m ,"6,06 Km ","3,9 % ",34  ,  ,  ,  ,  
 Araotz por Oñati,Gipuzkoa,525 m ,267 m ,8 Km ,"3,33 % ",99  , 43.028945 , -2.412663 , 42.991700 , -2.456106 
 Araotz-Urruti por Araotz,Gipuzkoa,490 m ,85 m ,"1,04 Km ","8,01 % ",18  , 42.993109 , -2.451319 , 42.997989 , -2.452065 
" Aras, Alto de por Aras de los Olmos",Valencia,1033 m ,141 m ,"5,3 Km ","2,66 % ",20  , 39.911218 , -1.107688 , 39.932347 , -1.157126 
" Aras, Alto de por Río Turia",Valencia,1033 m ,333 m ,"8,6 Km ","3,87 % ",51  , 39.944983 , -1.21356 , 39.932347 , -1.157126 
" Arboleda, La por Ortuella y Las Calizas",Bizkaia,380 m ,323 m ,"6,5 Km ","4,96 % ",83  , 43.310159 , -3.0562 , 43.284899 , -3.053824 
" Arboleda, La por Trapagaran",Bizkaia,462 m ,432 m ,"8,3 Km ","5,2 % ",87  , 43.305096 , -3.037291 , 43.280252 , -3.057579 
" Arboleda, La-La Lejana por Putxeta-Las Calizas",Bizkaia,466 m ,460 m ,"10,1 Km ","4,56 % ",124  , 43.322555 , -3.123057 , 43.280252 , -3.057579 
 Arburu por Zugastieta,Bizkaia,363 m ,243 m ,"3,1 Km ","7,84 % ",59  , 43.249235 , -2.699203 , 43.261425 , -2.718129 
 Arcavell por La Farga de Moles,Lleida,1150 m ,325 m ,"4,5 Km ","7,2 % ",72  ,  ,  ,  ,  
 Arceo por Paradores,Burgos,462 m ,95 m ,3 Km ,3 % ,15  , 43.096518 , -3.339393 , 43.105511 , -3.363984 
 Ardanué (Pueblo) por N-260 (Noales),Huesca,1360 m ,362 m ,"6,7 Km ","5,4 % ",76  , 42.458252 , 0.660289 , 42.483374 , 0.627844 
 Ardibide por Isaba,Navarra,1457 m ,684 m ,"4,8 Km ","14,25 % ",369  , 42.858664 , -0.922294 , 42.846143 , -0.916886 
 Arduix por La Farga de Moles,Lleida,1370 m ,546 m ,"6,3 Km ","8,7 % ",146  ,  ,  ,  ,  
 Área Recreativa Monte Cayón por Arroyo Doble,Asturias,514 m ,302 m ,"5,5 Km ","5,4 % ",68  , 43.371318 , -5.375319 , 43.361670 , -5.358458 
 Área Recreativa Monte Cayón por Infiesto,Asturias,514 m ,334 m ,5 Km ,"6,6 % ",107  , 43.351248 , -5.366081 , 43.361670 , -5.358458 
 Areitio por Ermua,Bizkaia,313 m ,143 m ,"2,6 Km ","5,5 % ",27  , 43.186326 , -2.504797 , 43.182242 , -2.533314 
 Areitio por Zaldibar,Bizkaia,313 m ,128 m ,"3,6 Km ","3,6 % ",21  , 43.167846 , -2.55033 , 43.182242 , -2.533314 
 Arenaza por Elortza,Álava,925 m ,290 m ,"4,59 Km ","6,3 % ",52  , 42.749307 , -2.443085 , 42.7626 , -2.410729 
 Arenaza por Sabando,Álava,925 m ,170 m ,"3,2 Km ","5,3 % ",27  , 42.743451 , -2.362297 , 42.7626 , -2.410729 
" Arenillas, Collado de por Jérica",Castellón,898 m ,418 m ,"11,3 Km ","3,7 % ",62  , 39.915299 , -0.575666 , 39.991983 , -0.582747 
" Arenillas, Collado de por Montanejos",Castellón,898 m ,433 m ,"12,8 Km ","3,4 % ",74  , 40.070223 , -0.524855 , 39.991983 , -0.582747 
" Areñes, Les por Arlos",Asturias,324 m ,126 m ,3 Km ,"4,2 % ",23  , 43.480204 , -5.906868 , 43.468245 , -5.882320 
" Areñes, Les por Pesaje de posada",Asturias,324 m ,139 m ,3 Km ,"4,63 % ",21  , 43.452545 , -5.854168 , 43.468245 , -5.882320 
 Ares del Maestre (pueblo) por Albocàsser,Castellón,1198 m ,513 m ,"12,6 Km ","4,07 % ",78  , 40.385553 , -0.096045 , 40.456124 , -0.131578 
" Ares, Coll d' por CV-12",Castellón,1139 m ,154 m ,"5,9 Km ","2,61 % ",22  , 40.479598 , -0.141063 , 40.454262 , -0.141921 
" Ares, Coll d' por Camprodon",Gerona,1512 m ,550 m ,"15,3 Km ","3,59 % ",81  , 42.323369 , 2.383363 , 42.36705 , 2.45641 
" Ares, Coll d' por Áger",Lleida,1534 m ,935 m ,"14,1 Km ","6,63 % ",195  ,  ,  ,  ,  
" Ares, Coll d' por Alsamora",Lleida,1534 m ,1074 m ,"16,9 Km ","6,35 % ",204  ,  ,  ,  ,  
" Ares, Coll d' por Albocàsser",Castellón,1139 m ,454 m ,"11,5 Km ","3,95 % ",70  , 40.385553 , -0.096045 , 40.45436 , -0.142779 
 Aretxabalgane por Olabarri-Gerekiz,Bizkaia,330 m ,240 m ,"6,9 Km ","3,48 % ",42  , 43.327902 , -2.755766 , 43.283423 , -2.757547 
 Aretxabalgane por Larrabetzu-Goikolexea,Bizkaia,330 m ,240 m ,"4,2 Km ","5,7 % ",41  , 43.267573 , -2.784015 , 43.283423 , -2.757547 
 Aretxabalgane por Muxika-Gerekiz-Igertu,Bizkaia,330 m ,295 m ,"6,9 Km ","4,27 % ",75  , 43.29231 , -2.709213 , 43.283423 , -2.757547 
 Aretxabalgane por Oñarte,Bizkaia,330 m ,284 m ,"6,4 Km ","4,44 % ",63  , 43.309909 , -2.786182 , 43.283423 , -2.757547 
 Aretxederreta por Zugastieta,Bizkaia,287 m ,167 m ,"2,15 Km ","7,77 % ",40  , 43.249235 , -2.699203 , 43.259065 , -2.71049 
 Argalario por Camino de Aguirre,Bizkaia,550 m ,543 m ,6 Km ,"9,05 % ",175  , 43.286543 , -3.008763 , 43.277471 , -3.036132 
 Argalario por Ortuella-Larreineta,Bizkaia,550 m ,498 m ,"9,4 Km ","5,29 % ",108  , 43.308414 , -3.054966 , 43.277471 , -3.036132 
 Argalario por Gorostiza (Barakaldo),Bizkaia,548 m ,533 m ,"8,7 Km ","6,13 % ",120  , 43.279541 , -2.993238 , 43.277471 , -3.036132 
 Argelita por Toga,Castellón,369 m ,90 m ,2 Km ,"4,5 % ",15  , 40.042532 , -0.374522 , 40.043912 , -0.356154 
 Argelita por Vallat,Castellón,369 m ,114 m ,"3,2 Km ","3,6 % ",16  , 40.033924 , -0.34328 , 40.043912 , -0.356154 
 Argente por Río Cautabán,Valencia,729 m ,389 m ,"4,6 Km ","8,46 % ",103  , 39.196908 , -1.055074 , 39.204358 , -1.021428 
 Argente por Los Cintos,Valencia,729 m ,184 m ,"2,4 Km ","7,67 % ",47  , 39.193183 , -1.008081 , 39.204358 , -1.021428 
 Argomedo por Santelices,Burgos,883 m ,205 m ,"3,95 Km ","5,19 % ",30  , 43.002058 , -3.743656 , 42.983475 , -3.764384 
" Arguellite, El por Valle del Segura",Albacete,1125 m ,445 m ,"13,4 Km ","3,32 % ",82  , 38.293931 , -2.423873 , 38.343753 , -2.396529 
 Arguiñariz por Río Arga,Navarra,694 m ,313 m ,"4,67 Km ","6,7 % ",65  , 42.755933 , -1.838205 , 42.742809 , -1.861349 
 Arimegorta por Lanbreabe (Zeanuri),Bizkaia,900 m ,603 m ,"4,2 Km ","14,2 % ",306  , 43.066188 , -2.757263 , 43.048357 , -2.765819 
 Arimegorta por Ipiñaburu-Lanbreabe,Bizkaia,900 m ,690 m ,"8,2 Km ","8,4 % ",372  , 43.077787 , -2.739297 , 43.048357 , -2.765819 
" Arins, Alto de por Arins",La Coruña,351 m ,194 m ,"3,7 Km ","5,24 % ",31  , 42.860656 , -8.499949 , 42.858076 , -8.468149 
" Aristebano, Collada de por Navaral",Asturias,560 m ,288 m ,4 Km ,"7,2 % ",63  , 43.425123 , -6.532745 , 43.452670  , -6.539955  
" Aristebano, Collada de por Luarca",Asturias,560 m ,525 m ,15 Km ,"3,5 % ",74  , 43.515319 , -6.543217 , 43.452670 , -6.539955 
 Aritxulegi por Embalse de San Antón de Domiko,Navarra,439 m ,194 m ,"3,4 Km ","5,71 % ",34  , 43.277246 , -1.773355 , 43.272857 , -1.795417 
 Aritxulegi por Oiartzun,Gipuzkoa,440 m ,341 m ,"4,7 Km ","7,3 % ",72  , 43.282663 , -1.820871 , 43.272857 , -1.795417 
 Arlaban por Arrasate/Mondragón,Gipuzkoa,617 m ,305 m ,"7,6 Km ","4,01 % ",41  , 43.013272 , -2.536538 , 42.975647 , -2.572423 
" Arnella, La por Pto. Moraria",Alicante,189 m ,181 m ,"2,3 Km ","7,87 % ",58  , 38.687319 , 0.144281 , 38.697635 , 0.149903 
 Arnicio por La Marea,Asturias,916 m ,588 m ,"9,4 Km ","6,3 % ",115  , 43.274581 , -5.421667 , 43.230970 , -5.368173 
" Arnicio, Collada de por La Marea",Asturias,908 m ,567 m ,9 Km ,"6,3 % ",118  , 43.275956 , -5.421238 , 43.231048 , -5.368205 
" Arnicio, Collada de por Campo de Caso",Asturias,908 m ,248 m ,5 Km ,"4,98 % ",71  , 43.183025 , 5.346007 , 43.231048 , -5.368205 
 Arraba por Aretza(Final tierra),Bizkaia,1080 m ,912 m ,"10,4 Km ","8,7 % ",288  , 43.121096 , -2.769563 , 43.060571 , -2.794046 
 Arraño por Lemoa,Bizkaia,268 m ,201 m ,"2,2 Km ","9,14 % ",59  , 43.200882 , -2.772921 , 43.193624 , -2.788543 
 Arrate por Polígono Azitain(Eibar),Gipuzkoa,583 m ,483 m ,5 Km ,"9,65 % ",169  , 43.190652 , -2.450927 , 43.205331 , -2.446677 
 Arrateketa por Oronoz-Larrazu-Domiku,Navarra,685 m ,530 m ,15 Km ,"3,52 % ",199  , 43.13745 , -1.610831 , 43.188438 , -1.5483 
 Arrateketa por Indarte-Eskisaroi-Domiku,Navarra,685 m ,462 m ,"12,5 Km ","3,7 % ",135  , 43.230424 , -1.540625 , 43.188438 , -1.5483 
 Arrate-Usartza por Eibar,Gipuzkoa,606 m ,449 m ,"7,2 Km ","6,91 % ",110  , 43.185066 , -2.477771 , 43.208292 , -2.452059 
 Arrebatacapas por San Bartolomé de Pinares,Ávila,1213 m ,351 m ,"7,2 Km ","4,9 % ",49  , 40.530153 , -4.55899 , 40.515907 , -4.524322 
 Arrebatacapas por San Bartolomé-Cañada,Ávila,1374 m ,529 m ,"14,29 Km ","3,7 % ",67  , 40.530153 , -4.55899 , 40.571631 , -4.499338 
 Arrebatacapas por Cebreros,Ávila,1225 m ,439 m ,"10,8 Km ","4,06 % ",73  , 40.46112 , -4.463968 , 40.494677 , -4.517612 
 Arregi por Angiozar,Gipuzkoa,456 m ,128 m ,"1,5 Km ","8,52 % ",36  , 43.114659 , -2.467375 , 43.120219 , -2.452505 
 Arreo por Caicedo de Yuso,Álava,750 m ,280 m ,8 Km ,"3,5 % ",41  , 42.736164 , -3.007745 , 42.786317 , -2.970141 
" Arreturas, Las por Concha(Carranza)",Bizkaia,674 m ,494 m ,"9,19 Km ","5,36 % ",88  , 43.222824 , -3.360969 , 43.169301 , -3.410697 
" Arreturas, Las por La Calera del Prado",Bizkaia,674 m ,344 m ,"7,9 Km ","4,34 % ",85  , 43.209688 , -3.433099 , 43.169301 , -3.410697 
 Arroa por Iraeta,Gipuzkoa,158 m ,119 m ,"1,7 Km ",7 % ,25  , 43.254971 , -2.261242 , 43.254033 , -2.272131 
 Arroyo Cerezo por Los Santos,Valencia,1347 m ,587 m ,"14,1 Km ","4,15 % ",98  , 40.103844 , -1.276517 , 40.119434 , -1.409168 
 Arroyo Cerezo por Alobras,Valencia,1347 m ,240 m ,"10,6 Km ","2,25 % ",34  , 40.180972 , -1.388311 , 40.119434 , -1.409168 
 Arroyo de Salas por Salas de los Infantes,Burgos,1146 m ,189 m ,"7,94 Km ","2,38 % ",31  , 42.023921 , -3.290856 , 42.084847 , -3.264828 
 Arrugaeta por Jauregi (Orozko),Bizkaia,440 m ,247 m ,"2,8 Km ","8,82 % ",79  , 43.100881 , -2.887913 , 43.11386 , -2.881701 
 Ars por La Farga de Moles,Lleida,1405 m ,589 m ,"8,9 Km ","6,6 % ",125  ,  ,  ,  ,  
 Arta por Iruzubieta,Bizkaia,342 m ,219 m ,"3,1 Km ","7,06 % ",62  , 43.252892 , -2.527435 , 43.242983 , -2.536576 
 Artafi por Río Guadiato,Córdoba,524 m ,336 m ,"6,06 Km ","5,5 % ",54  ,  ,  ,  ,  
 Artaun por Dima,Bizkaia,348 m ,225 m ,4 Km ,"5,63 % ",44  , 43.142354 , -2.74832 , 43.153994 , -2.733686 
 Artaza por Subijana,Álava,750 m ,215 m ,"5,2 Km ","4,1 % ",31  , 42.824368 , -2.898493 , 42.845817 , -2.964746 
 Artaza por Atiega,Álava,750 m ,175 m ,6 Km ,"2,9 % ",26  , 42.822234 , -3.014681 , 42.845817 , -2.964746 
 Arteas de Arriba por Ventas de Begís,Castellón,950 m ,270 m ,"8,8 Km ","3,07 % ",44  , 39.904173 , -0.699134 , 39.899103 , -0.753164 
 Artebakarra por Derio,Bizkaia,137 m ,102 m ,"3,4 Km ",3 % ,14  , 43.291533 , -2.888702 , 43.318723 , -2.876927 
 Artesiaga por Irurita,Navarra,999 m ,781 m ,"15,6 Km ",5 % ,136  ,  43.128039 , -1.54899 , 43.050272 , -1.539295 
 Artesiaga por Eugi,Navarra,999 m ,324 m ,"6,6 Km ","4,91 % ",70  , 43.013945 , -1.513374 , 43.050272 , -1.539295 
 Artetagana por Usánsolo (Galdakao),Bizkaia,252 m ,197 m ,"2,1 Km ","9,38 % ",61  , 43.217413 , -2.819731 , 43.212761  , -2.842262  
" Artiba, Embalse de por Alonsotegi",Bizkaia,330 m ,305 m ,4 Km ,"7,63 % ",109  , 43.245164 , -2.988684 , 43.22151 , -2.972242 
 Artieta por El Refugio (Artziniega),Burgos,475 m ,250 m ,"5,5 Km ","4,54 % ",35  , 43.111808 , -3.155705 , 43.115614 , -3.188159 
 Artiga de Lin por Es Bórdes,Lleida,1464 m ,652 m ,"9,1 Km ","7,2 % ",152  ,  ,  ,  ,  
 Artxanda por Sondika/San Roke,Bizkaia,241 m ,235 m ,"3,4 Km ","6,91 % ",71  , 43.293638 , -2.925035 , 43.274628 , -2.920309 
 Artxanda por Bilbao(Vía Vieja de Lezama),Bizkaia,248 m ,240 m ,"2,95 Km ","8,14 % ",61  , 43.26187 , -2.915668 , 43.273655 , -2.921344 
 Artxanda por Deusto-Enekuri,Bizkaia,251 m ,236 m ,7 Km ,"3,37 % ",31  , 43.274495 , -2.953584 , 43.273655 , -2.921344 
 Artxanda por Sondika/La Ola,Bizkaia,213 m ,207 m ,"2,2 Km ","9,41 % ",70  , 43.293638 , -2.925035 , 43.276744 , -2.926043 
 Artxanda (Berriz) por Sangroniz,Bizkaia,211 m ,179 m ,"1,8 Km ","9,94 % ",58  , 43.291935 , -2.93718 , 43.279916 , -2.943703 
 Asentzio (Intxorta) por Bergara,Gipuzkoa,547 m ,404 m ,"7,9 Km ","5,11 % ",81  , 43.109085 , -2.417879 , 43.125888 , -2.484581 
 Askazubi por Zubillaga,Gipuzkoa,612 m ,416 m ,"2,82 Km ","14,75 % ",228  , 43.061469 , -2.440467 , 43.070581 , -2.421885 
" Asomada, La (Lanzarote) por Mácher",Las Palmas,367 m ,287 m ,"5,4 Km ","5,4 % ",54  ,  ,  ,  ,  
" Asón, Collado de - Sía, La por Arredondo",Cantabria,1250 m ,1089 m ,"20,6 Km ","5,29 % ",218  , 43.273398 , -3.598344 , 43.152527 , -3.573414 
 Asterrika por carr. Ondarroa-Lekeitio,Bizkaia,241 m ,158 m ,"2,4 Km ","6,58 % ",34  , 43.333716 , -2.452376 , 43.326614 , -2.458073 
 Asterrika por Berriatua,Bizkaia,241 m ,221 m ,"2,3 Km ","9,61 % ",73  , 43.313071 , -2.458266 , 43.326614 , -2.458073 
 Astoreka por Fika,Bizkaia,186 m ,123 m ,"6,2 Km ","1,98 % ",22  , 43.318457 , -2.815676 , 43.278814 , -2.774112 
 Astorkigane por Munitibar,Bizkaia,221 m ,41 m ,"2,4 Km ","1,71 % ",6  , 43.266027 , -2.59257 , 43.272503 , -2.607214 
 Astorkigane por Arratzu,Bizkaia,221 m ,178 m ,"6,8 Km ","2,61 % ",25  , 43.305412 , -2.64056 , 43.272503 , -2.607214 
 Asuntza por Ermua,Bizkaia,128 m ,297 m ,"2,9 Km ","10,24 % ",485  , 43.192482 , -2.503129 , 43.211354 , -2.506235 
 Atagoiti por Telleriarte,Gipuzkoa,508 m ,84 m ,"2,5 Km ","3,36 % ",10  , 43.038694 , -2.336358 , 43.050350 , -2.320880 
 Atagoiti por Ormaiztegi,Gipuzkoa,508 m ,322 m ,"9,5 Km ","3,39 % ",42  , 43.043379 , -2.256690 , 43.050350 , -2.320880 
 Atalaia por Mondoñedo,Lugo,503 m ,413 m ,"3,45 Km ","11,67 % ",164  , 43.439626 , -7.358686  , 43.43809 , -7.388405 
 Atalaya del Molar (Monteoliva) por San Agustín de Guadalix,Madrid,868 m ,231 m ,4 Km ,"5,77 % ",37  , 40.691784 , -3.608515 , 40.720022 , -3.601896 
" Atalayas, Las por Peñíscola",Castellón,200 m ,190 m ,"2,2 Km ","8,64 % ",53  , 40.36767 , 0.393491 , 40.362373 , 0.376797 
 Atxarte por Abadiño,Bizkaia,367 m ,225 m ,"4,9 Km ","4,59 % ",41  , 43.146683 , -2.607708 , 43.129256 , -2.633843 
 Atxondo por Zeanuri,Bizkaia,408 m ,269 m ,"3,9 Km ","6,9 % ",89  ,  ,  ,  ,  
 Atzeneta por Les Useres,Castellón,491 m ,161 m ,"3,9 Km ","4,13 % ",23  , 40.168052 , -0.158572 , 40.193758 , -0.172477 
 Augasantas - O Codeso por Portobravo (Lousame),La Coruña,450 m ,420 m ,17 Km ,"2,47 % ",65  , 42.785487 , -8.867712 , 42.812441 , -8.755445 
 Augasantas - O Codeso por Rois,La Coruña,450 m ,438 m ,"13,5 Km ","3,24 % ",68  , 42.738837 , -8.662219 , 42.812441 , -8.755445 
" Auts, Los por Río Ebro (Mequinenza)",Zaragoza,353 m ,277 m ,"5,78 Km ","4,8 % ",48  , 41.358252 , 0.293766 , 41.324684 , 0.315471 
 Autzagane por Amorebieta,Bizkaia,230 m ,157 m ,"3,09 Km ","5,05 % ",23  , 43.220494 , -2.732731 , 43.243358 , -2.718987 
 Autzagane por Muxika y Zugastieta,Bizkaia,230 m ,193 m ,5 Km ,"3,85 % ",30  , 43.27155 , -2.685363 , 43.243358 , -2.718987 
 Avedillo de Sanabria (Este) por Santa Colomba,Zamora,1053 m ,81 m ,"2,27 Km ","3,57 % ",14  , 42.06413 , -6.704131 , 42.070761 , -6.717025 
 Avedillo de Sanabria (Oeste) por Santa Colomba,Zamora,1072 m ,100 m ,"2,6 Km ","3,85 % ",16  , 42.06413 , -6.704131 , 42.071804 , -6.72012 
 Avedillo de Sanabria (Oeste) por Cobreros,Zamora,1072 m ,80 m ,"1,67 Km ","4,79 % ",13  , 42.072052 , -6.702681 , 42.071804 , -6.72012 
 Avellaneda por Otxaran,Bizkaia,261 m ,94 m ,"1,7 Km ","5,53 % ",15  , 43.222355 , -3.17344 , 43.228804 , -3.160994 
 Avellaneda por El Carral (Sopuerta),Bizkaia,261 m ,149 m ,"2,4 Km ","6,21 % ",28  , 43.248891 , -3.155233 , 43.228804 , -3.160994 
 Axpe por este,Bizkaia,248 m ,53 m ,"1,5 Km ","3,52 % ",8  ,  ,  ,  ,  
 Axpe (Mendi-Goiko) por oeste,Bizkaia,310 m ,138 m ,"1,79 Km ","7,67 % ",32  ,  ,  ,  ,  
 Axpegorta por Jauregi (Orozko),Bizkaia,355 m ,166 m ,"3,1 Km ","5,35 % ",49  , 43.100881  , -2.887913 , 43.115426 , -2.862968 
 Axpeondo (caserío) por Zeanuri y Gortazar,Bizkaia,361 m ,190 m ,"5,4 Km ","3,51 % ",47  ,  ,  ,  ,  
 Ayagaures por Maspalomas,Las Palmas,490 m ,420 m ,"12,5 Km ","3,36 % ",73  ,  ,  ,  ,  
" Ayódar, Collado de por Tales",Castellón,520 m ,230 m ,4 Km ,"5,8 % ",39  , 39.946562 , -0.310493 , 39.97689 , -0.346155 
" Ayódar, Collado de por Ayódar",Castellón,520 m ,162 m ,4 Km ,"4,1 % ",22  , 39.998032 , -0.371046 , 39.97689 , -0.346155 
" Ayódar, Collado de por Artesa",Castellón,520 m ,310 m ,"6,5 Km ","4,8 % ",53  , 39.958109 , -0.293112 , 39.97689 , -0.346155 
" Ayora, Alto de (Muela de Cortes) por Cortes de Pallás",Valencia,834 m ,494 m ,"8,2 Km ","6,02 % ",98  , 39.24741 , -0.929117 , 39.229029 , -0.968342 
" Azahar, Collado del (Pico del Reloj) por Embalse de Cortes",Valencia,432 m ,102 m ,2 Km ,"5,1 % ",19  , 39.263327 , -0.988941 , 39.271866 , -0.970659 
 Azazeta por Virgala Mayor,Álava,890 m ,197 m ,"5,6 Km ","3,52 % ",27  , 42.751334 , -2.473528 , 42.789677 , -2.50977 
 Azazeta por Egileta,Álava,890 m ,260 m ,"4,4 Km ","5,91 % ",45  , 42.810597 , -2.538276 , 42.789677 , -2.50977 
 Azkarate por Elgoibar,Gipuzkoa,412 m ,368 m ,"5,9 Km ","6,23 % ",70  , 43.216886 , -2.411491 , 43.203135 , -2.362088 
 Azolla por Zalla,Bizkaia,466 m ,370 m ,"5,5 Km ","6,73 % ",77  , 43.213324 , -3.12928 , 43.237332 , -3.142723 
" Azorejo, Puerto de por Minas del Borracho (Sur)",Badajoz,747 m ,370 m ,8 Km ,"4,62 % ",58  , 38.877948 , -4.930294 , 38.917894 , -4.931967 
" Azorenina, Alto de por Puentecastro",Asturias,954 m ,575 m ,"8,3 Km ","6,92 % ",159  , 43.240451 , -6.353059 , 43.199733 , -6.357479 
 Azpegi-Organbide por Larraun-Orbaitzeta,Navarra,1052 m ,273 m ,"5,85 Km ","4,7 % ",65  , 42.993696 , -1.225331 , 43.037946 , -1.223781 
 Azpirotz por Betelu,Navarra,617 m ,380 m ,"7,7 Km ","4,94 % ",99  , 43.02568 , -1.98055 , 43.017962 , -1.915233 
 Aztiria (Santa Marina) por Legazpi-Telleriarte,Gipuzkoa,595 m ,175 m ,"2,9 Km ","6,03 % ",30  , 43.038694 , -2.336358 , 43.033492 , -2.309754 
 Azurki por Deba,Gipuzkoa,675 m ,672 m ,"16,39 Km ","4,09 % ",171  , 43.297286 , -2.350148 , 43.208894 , -2.321506 
 Azurki por Zestoa,Gipuzkoa,675 m ,631 m ,"17,4 Km ","3,62 % ",224  , 43.238192 , -2.260121 , 43.208894 , -2.321506 
 Azurki por Elgoibar,Gipuzkoa,675 m ,631 m ,"10,1 Km ","6,25 % ",127  , 43.216886 , -2.411491 , 43.208894 , -2.321506 
 Azurtza Mendi por Soraluze,Gipuzkoa,595 m ,495 m ,"6,5 Km ","7,61 % ",119  , 43.177666 , -2.420501 , 43.16092 , -2.465583 
 Bachicabo por A-2122,Álava,160 m ,640 m ,"2,6 Km ","6,2 % ",29  , 42.766732 , -3.07524 , 42.789475 , -3.071153 
 Bada por Ozanes(puente),Asturias,270 m ,232 m ,3 Km ,"7,73 % ",54  , 43.366686 , -5.182114 , 43.353456 , -5.165205 
 Bada por Cangas de Onis,Asturias,270 m ,203 m ,4 Km ,"5,07 % ",34  , 43.350523 , -5.132847 , 43.353456 , -5.165205 
" Badó, Plá de por Caldes de Montbui",Barcelona,642 m ,452 m ,11 Km ,"4,1 % ",67  ,  ,  ,  ,  
 Bagordi-Arrateketa por Elizondo,Navarra,685 m ,485 m ,"6,1 Km ","7,95 % ",142  , 43.148728 , -1.513202 , 43.178648 , -1.545578 
 Bagües por Undues Pintano,Zaragoza,957 m ,307 m ,9 Km ,"3,41 % ",56  , 42.537436 , -1.044072 , 42.546504 ,  -0.966797 
 Bagües por Bagúes,Zaragoza,957 m ,170 m ,"3,5 Km ","4,86 % ",30  , 42.545998 , -0.940704 , 42.546504 , -0.966797 
" Bajauri, Alto de por Albaina",Burgos,780 m ,180 m ,"5,5 Km ","3,3 % ",27  , 42.687398 , -2.625053 , 42.669383 , -2.580464 
 Balcó de la Penya por Gilet,Valencia,220 m ,129 m ,"1,9 Km ","6,8 % ",33  , 39.679712 , -0.323539 , 39.67991 , -0.340104 
 Balcón de Alicante por Vía servicio A-36,Alicante,1001 m ,374 m ,4 Km ,"9,35 % ",111  , 38.523929 , -0.618238 , 38.504721 , -0.621715 
 Balcón de Bizkaia por Munitibar,Bizkaia,426 m ,238 m ,"4,6 Km ","5,25 % ",39  , 43.265316 , -2.591861 , 43.249556 , -2.626086 
 Balcón de Jávea por Pto. de Jávea,Alicante,175 m ,165 m ,"1,9 Km ","8,68 % ",45  , 38.794467 , 0.178742 , 38.801323 , 0.175953 
" Balconchán, Puerto de por Daroca",Zaragoza,1185 m ,430 m ,"9,2 Km ","4,67 % ",75  , 41.100837 , -1.423723 , 41.067691 , -1.47747 
" Balconchán, Puerto de por Ctra. Used",Zaragoza,1153 m ,75 m ,"2,2 Km ","3,4 % ",11  , 41.050903 , -1.49125 , 41.067699 , -1.47747 
 Baldatika por Gernika(Bº Atxondoa),Bizkaia,270 m ,258 m ,"2,7 Km ","9,56 % ",79  , 43.331991 , -2.676941 , 43.330219 , -2.702036 
 Balones por Quatretondeta-Pla de Bonet,Alicante,771 m ,216 m ,"4,3 Km ","5,02 % ",39  , 38.734034 , -0.312595 , 38.741164 , -0.327487 
 Balones por CV-754,Alicante,771 m ,231 m ,"3,7 Km ","6,24 % ",51  , 38.724057 , -0.330577 , 38.739657 , -0.326672 
 Balones por Gorga,Alicante,771 m ,292 m ,"6,7 Km ","4,36 % ",68  , 38.710194 , -0.365381 , 38.739657 , -0.326672 
 Balones por Quatretondeta-Casa del Collado,Alicante,771 m ,221 m ,"2,9 Km ","7,62 % ",50  , 38.729581 , -0.321436 , 38.741164 , -0.327487 
